0.0, 0.0, 0.0
0.1, 1.4000000000000001, 1.3510000000000002
0.2, 2.8000000000000003, 2.604
0.30000000000000004, 4.200000000000001, 3.759000000000001
0.4, 5.6000000000000005, 4.816000000000001
0.5, 7.0, 5.775
0.6000000000000001, 8.400000000000002, 6.636000000000001
0.7000000000000001, 9.8, 7.399
0.8, 11.200000000000001, 8.064
0.9, 12.6, 8.630999999999998
1.0, 14.0, 9.1
1.1, 15.400000000000002, 9.471
1.2000000000000002, 16.800000000000004, 9.744000000000002
1.3, 18.2, 9.918999999999999
1.4000000000000001, 19.6, 9.995999999999999
1.5, 21.0, 9.975
1.6, 22.400000000000002, 9.855999999999998
1.7000000000000002, 23.800000000000004, 9.639000000000001
1.8, 25.2, 9.323999999999996
1.9000000000000001, 26.6, 8.910999999999998
2.0, 28.0, 8.399999999999999
2.1, 29.400000000000002, 7.791
2.2, 30.800000000000004, 7.084
2.3000000000000003, 32.2, 6.278999999999996
2.4000000000000004, 33.60000000000001, 5.375999999999998
2.5, 35.0, 4.3749999999999964
2.6, 36.4, 3.2759999999999962
2.7, 37.800000000000004, 2.0790000000000006
2.8000000000000003, 39.2, 0.7839999999999918
2.9000000000000004, 40.60000000000001, -0.6090000000000018
3.0, 42.0, -2.1000000000000014
3.1, 43.4, -3.6890000000000143
3.2, 44.800000000000004, -5.376000000000012
3.3000000000000003, 46.2, -7.161000000000016
3.4000000000000004, 47.60000000000001, -9.044000000000004
3.5, 49.0, -11.025000000000006
3.6, 50.4, -13.104000000000013
3.7, 51.800000000000004, -15.281000000000013
3.8000000000000003, 53.2, -17.55600000000001
3.9000000000000004, 54.60000000000001, -19.929000000000016
